Benchmarks/Nonlinear/Looping Particle,Scripted proof,proved,60000,687,307,0,379,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Shimizu Morioka System,Scripted proof,proved,60000,580,217,0,312,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/ZYLZCL Example C2,Scripted proof,proved,60000,1152,402,0,1149,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C3,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C3 (Nonparametric),Scripted proof,proved,60000,1131,388,0,1214,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C4,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C4 (Nonparametric),Scripted proof,proved,60000,1361,480,0,1372,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.2,Scripted proof,proved,60000,840,366,0,390,2
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.4,Scripted proof,proved,60000,619,282,0,491,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.5 Variant 1,Scripted proof,proved,60000,666,295,0,485,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.5 Variant 2,Scripted proof,proved,60000,824,363,0,557,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.5 Variant 3,Scripted proof,proved,60000,815,383,0,581,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Djaballah Chapoutot Kieffer Bouissou 2017: Example 7,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Llibre Zhang 2002: Lorenz System (Parametric),Scripted proof,proved,60000,1064,451,0,633,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Llibre Zhang 2002: Lorenz System (p. 1623 b=2s Variant s=1 r=1),Scripted proof,proved,60000,1171,525,0,603,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Llibre Zhang 2002: Lorenz System (p. 1623 b=0 s=0.33),Scripted proof,proved,60000,2833,1814,0,920,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Llibre Zhang 2002: Lorenz System (p. 1623 b=0 s=0.33 Variant r=1),Scripted proof,proved,60000,1498,533,0,899,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Llibre Zhang 2002: Lorenz System (p. 1623 b=1 r=0),Scripted proof,proved,60000,1057,428,0,714,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Llibre Zhang 2002: Lorenz System (p. 1623 b=1 r=0 Variant s=1),Scripted proof,proved,60000,1049,415,0,743,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Coupled Spring-Mass System (I),Scripted proof,proved,60000,1797,1205,0,722,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Coupled Spring-Mass System (II),user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Damped Mathieu System,Scripted proof,proved,60000,1415,666,0,994,9
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Flight Maneuvers (I),user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.1,Scripted proof,proved,60000,610,236,0,411,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.3 Variant 1,Scripted proof,proved,60000,1964,1581,0,635,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.3 Variant 2,Scripted proof,proved,60000,2266,1835,0,688,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C5,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C5 (Nonparametric),user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C6,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C6 (Nonparametric),user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Papachristodoulou Prajna 2002: Example 3 (Whirling Pendulum),Scripted proof,proved,60000,625,306,0,598,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Lunar lander descent guidance (slow descent low thrust),user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Lunar lander descent guidance (slow descent high thrust),user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.13,user,proved,60000,11073,991,0,1475,1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Space Craft: Collision Avoidance,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C7,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Yang Wu Lin 2020: Benchmark C7 (Nonparametric),user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Gorbuzov Pranevich 2012: Example 1.6,Scripted proof,proved,60000,735,309,0,583,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Djaballah Chapoutot Kieffer Bouissou 2017: Example 8,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/ZYLZCL Example C9,Scripted proof,proved,60000,742,436,0,1195,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Collision Avoidance Maneuver (I),Scripted proof,proved,60000,1122,641,0,2492,15
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/ATC: 2 Aircraft Tangential Roundabout Maneuver (ODE),Scripted proof,proved,60000,1231,678,0,1322,5
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Collision Avoidance Maneuver (II),Scripted proof,proved,60000,2480,1968,0,2645,15
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Collision Avoidance Maneuver (III),user,failed,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Laub-Loomis,user,failed,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Planar 2-body problem,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/ZYLZCL Example C10,Scripted proof,proved,60000,871,536,0,1500,6
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/ATC: 3 Aircraft Tangential Roundabout Maneuver (ODE),Scripted proof,proved,60000,2218,1352,0,2219,5
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/ATC: 4 Aircraft Tangential Roundabout Maneuver (ODE),Scripted proof,proved,60000,3189,2052,0,3030,5
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Arrowsmith Place Fig_3_5e page 79 and Dumortier Llibre Artes Ex. 10_9,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Ben Sassi Girard Sankaranarayanan 2014 Fitzhugh-Nagumo and Strogatz Example 6_8_3,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Dai Gan Xia Zhan JSC14 Ex. 2 and Fitzhugh Nagumo Ben Sassi Girard 2,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Dai Gan Xia Zhan JSC14 Ex. 2 and Strogatz Exercise 6_6_1 Reversible System,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Dumortier Llibre Artes Ex. 1_11a and ZYLZCL Example C4,user,proved,60000,9886,2699,0,2084,1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Forsman Phd Ex 6_1 page 99 and ZYLZCL Example C7,Scripted proof,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Hamiltonian System 1 and Nonlinear Circuit Example 4,user,failed,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Man Maccallum Goriely Page 57 and ZYLZCL Example C1,Scripted proof,proved,60000,1029,540,0,1175,9
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Arrowsmith Place Fig_3_5e page 79 and 3D Lotka Volterra (I),user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Darboux Christoffel Int Goriely page 58 and Invariant Clusters Example 5,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Djaballah Chapoutot Kieffer Bouissou 2015 Ex. 1 and Invariant Clusters Example 4,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Forsman Phd Ex 6_14 page 119 and ZYLZCL Example C2,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Locally stable nonlinear system and Invariant 3-dim sphere,user,timeout,60000,-1,-1,-1,-1,-1
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Nonlinear/Product of Invariant 3-dim sphere and Invariant Clusters Example 4,Scripted proof,proved,60000,2998,1014,0,3167,9
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Advanced/ETCS: Essentials,Scripted proof,proved,300000,4251,2520,0,3763,18
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Advanced/ETCS: Proposition 1 (Controllability),Scripted proof,proved,300000,3137,1921,0,3736,8
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Advanced/ETCS: Proposition 4 (Reactivity),Scripted proof,proved,300000,32624,4123,0,7061,10
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Advanced/ATC: 2 Aircraft Tangential Roundabout Maneuver,Scripted proof,proved,300000,1294,591,0,1519,15
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Advanced/ATC: 3 Aircraft Tangential Roundabout Maneuver,Scripted proof,proved,300000,11860,1120,0,3814,17
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Advanced/ATC: 4 Aircraft Tangential Roundabout Maneuver,Scripted proof,proved,300000,8780,3347,0,10882,40
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Advanced/Robot collision avoidance in two-dimensional space: Static safety,Scripted proof,proved,300000,71936,35867,0,41285,72
Name,Tactic,Status,Timeout,Duration,QE duration,RCF duration,Proof steps,Tactic size
Benchmarks/Advanced/Robot collision avoidance in two-dimensional space: Passive safety,Scripted proof,proved,300000,82246,59607,0,31044,62
